epoch,outcome_train_loss,outcome_val_loss,step
505,,1.1165680885314941,505
506,1.1416821479797363,,506
506,,1.1165697574615479,506
507,1.1416560411453247,,507
507,,1.1165715456008911,507
508,1.1416302919387817,,508
508,,1.1165735721588135,508
509,1.141605019569397,,509
509,,1.1165754795074463,509
510,1.1415798664093018,,510
510,,1.1165778636932373,510
511,1.1415550708770752,,511
511,,1.1165803670883179,511
512,1.1415306329727173,,512
512,,1.1165828704833984,512
513,1.141506314277649,,513
513,,1.1165854930877686,513
514,1.1414824724197388,,514
514,,1.1165883541107178,514
515,1.1414586305618286,,515
515,,1.116591215133667,515
516,1.1414352655410767,,516
516,,1.1165941953659058,516
517,1.1414122581481934,,517
517,,1.116597294807434,517
